bt_ov1,bt_rn1,bt_rr1,bt_mc1,bo_ov1,bo_wi1,bo_sr1,bo_mc1,fi_cg1,fi_ro1,fi_cpm1,bt_ov2,bt_rn2,bt_rr2,bt_mc2,bo_ov2,bo_wi2,bo_sr2,bo_mc2,fi_cg2,fi_ro2,fi_cpm2,win
136.54545454545456,1036.8181818181818,7.090909090909091,32.45454545454545,315.2,17.4,120,60.8,12,2,0.7765957446808511,183,1501.8333333333333,7.999999999999999,42.833333333333336,172.66666666666669,12,140.66666666666669,33.833333333333336,18.4,4.4,0.5184147397755517,1
185.99999999999997,1557.6666666666667,8.444444444444443,41.77777777777777,153.6,9.799999999999999,90,33.4,16,5,0.29577464788732394,187,1545,8.6,40,110.33333333333334,7.000000000000001,87.33333333333333,27.833333333333336,30.75,5.5,0.5208098811757349,1
170.8,1422.2,8,42,160.5,9.000000000000002,98.33333333333334,37.5,35,17,0.7186591946865919,104.81818181818184,870.3636363636365,7.090909090909092,27.909090909090914,204.39999999999998,11.399999999999999,115.8,41.2,21.5,5.5,0.34970348406226837,0
332,2785.5714285714284,8.142857142857142,80.71428571428571,49.666666666666664,2.5000000000000004,123.16666666666666,11.5,52,8.5,0.5395743369533692,167.75,1438,8.25,36,160.5,10.333333333333334,86.49999999999999,37.33333333333333,43.5,6.5,0.8037974683544304,1
95.55555555555554,737,8.222222222222221,24,139.66666666666666,7.333333333333334,118.83333333333333,33.5,20,4,0.3984375,90.5,683.5,6.833333333333334,25.333333333333336,326.8,16.4,133.20000000000002,69.8,21.75,7,0.4944957537918566,0
199,1722.5,8,48.25,201.5,11,118.16666666666667,40.166666666666664,10.75,4.25,0.694949494949495,115.30000000000001,931.1,7.299999999999999,28.6,99.71428571428571,6.142857142857144,107,25.571428571428573,18,4,0.46944444444444444,0
133.66666666666669,1047,7.777777777777777,33.44444444444444,260.2,12.199999999999998,151.4,55.199999999999996,3,1,0.26666666666666666,297.66666666666663,2461.333333333333,8.333333333333332,64.66666666666666,136.60000000000002,8.4,89.2,34.4,26,11,0.5578621834786218,1
221,1896.5,8.666666666666666,46.5,160.5,10.333333333333334,86.49999999999999,37.333333333333336,26.428571428571434,8.857142857142858,0.47279475654234643,121.1,979.2999999999998,6.1,30.400000000000006,193.66666666666669,13.333333333333334,143.33333333333334,38.666666666666664,24,5.5,0.43574615063260924,0
127.88888888888887,1032.3333333333335,7.222222222222221,30.777777777777775,102,6.428571428571429,93.85714285714285,26.142857142857142,27.75,8.75,0.6321537456445994,81.5,596.6666666666666,7.333333333333333,18.666666666666668,139.66666666666666,7.333333333333334,118.83333333333333,33.5,18,3.8000000000000007,0.4461862698704804,1
123.11111111111111,1021.8888888888889,7.111111111111112,31.777777777777786,206,10.399999999999999,130,41,12,3,0.7231923631923634,259.77777777777777,2171.2222222222226,7.777777777777778,63.88888888888889,128.16666666666666,6.5,142.83333333333331,28,52.25,16,0.6037102185787467,0
132,1125,8.666666666666666,28.333333333333332,193.66666666666669,13.333333333333332,143.33333333333334,38.66666666666667,20.666666666666668,7,0.6831072351421188,118.69999999999999,928.0000000000001,7.1,31.400000000000002,279.3333333333333,13.833333333333334,154.83333333333334,59.5,22,4,0.28888888888888886,0
87.25,662.625,7.375,22.125,129.33333333333334,6.833333333333333,94.83333333333333,31.833333333333332,18.666666666666668,4.833333333333333,0.38403993667151565,219.7,1826.2999999999997,7.4,54.2,128.16666666666666,6.5,142.83333333333331,28,29.333333333333336,6,0.4099072213011934,0
297.66666666666663,2461.333333333333,8.333333333333332,64.66666666666666,152.5,8.666666666666668,73.33333333333334,35.5,30.333333333333332,16.666666666666664,0.7800228310502283,190,1628.2857142857144,8.142857142857144,40,164.33333333333331,10.666666666666666,80,38.166666666666664,0,0,0,0
181,1521.25,8.5,40.25,176.14285714285714,12.142857142857144,135.57142857142856,36.14285714285714,19.666666666666664,4,0.4356154753834952,81.66666666666666,717.2222222222223,7,21.222222222222225,170.16666666666666,9,104.66666666666667,35,16.75,4.75,0.5209817729908864,0
290.33333333333337,2369.5,8.166666666666666,70,170.8,9.600000000000001,147.4,37.4,28,10,1.1986294517807123,104.00000000000001,841.6363636363636,6.09090909090909,25.909090909090907,96.71428571428572,6,88.28571428571429,24.714285714285715,49.33333333333333,12.333333333333334,0.6069131749009797,0
225.5,1859.25,7.75,49,135.4,8.6,54.99999999999999,30.6,28.25,13.25,0.6260427643133123,67,501.45454545454544,6.181818181818182,18.181818181818183,135,6,98.66666666666666,32,36.5,6,0.5424137266242529,0
253.16666666666669,2091,8.166666666666666,60,163,8.833333333333332,145.66666666666666,36.16666666666667,19.666666666666664,1.6666666666666665,0.46507936507936504,193.60000000000002,1602.8,8.4,45.6,182.33333333333334,12.666666666666666,142,36.666666666666664,13,3.3333333333333335,0.29459053216463155,1
159.66666666666669,1335.3333333333333,8,33.333333333333336,217.57142857142858,12.142857142857142,116,43.142857142857146,20.666666666666668,7.833333333333334,0.7156187945108428,132.63636363636363,1010.2727272727273,6.363636363636363,30.999999999999996,212.16666666666666,10.5,129.5,40.333333333333336,1,0,0.125,0
109.77777777777777,911.1111111111112,8.444444444444445,27.666666666666664,112.83333333333334,7.000000000000001,103,27.833333333333336,26,4.5,0.6666432145090682,134.33333333333334,1091.6666666666667,7.5555555555555545,31.666666666666668,114.71428571428572,6.857142857142858,112.57142857142857,24.857142857142854,8.333333333333332,2.666666666666667,0.7972222222222223,1
103.42857142857143,786.4285714285714,7.285714285714285,27,164.75,8,102.25,39.5,0,0,0,178.5,1349.5,8,45,195.2,13.000000000000002,88.2,44.6,4,2,0.13636363636363635,1
108.66666666666667,785.3333333333335,7.333333333333333,27.222222222222225,267.8333333333333,14.666666666666668,132.33333333333334,51.83333333333333,11.999999999999998,4,0.5336035123269166,324.71428571428567,2735.142857142857,8.428571428571429,78.14285714285714,104.16666666666667,6.000000000000001,170.33333333333331,22.833333333333332,28.5,9.833333333333334,0.6392010110386934,1
76.2,578.9999999999999,7.8,20.8,130,7.5,96.99999999999999,31.5,26.5,5.5,0.4835164835164835,142.83333333333334,1232,8,35.33333333333333,201.5,11,118.16666666666667,40.16666666666667,19.25,8.5,0.7801553971035511,1
121.36363636363637,1002.909090909091,6.272727272727273,28.72727272727273,74.16666666666666,5.5,46.83333333333333,18.999999999999996,17.666666666666664,2.333333333333333,0.526984126984127,187.66666666666666,1544,8.333333333333332,44.833333333333336,193.66666666666669,13.333333333333334,143.33333333333334,38.666666666666664,16,5.125,0.517620430858587,1
167.90000000000003,1402.7999999999997,7.800000000000002,37.4,195.2,13.000000000000002,88.2,44.6,38.75,18.75,0.49625358402476466,145.4,1103.1999999999998,7.4,34,264.83333333333337,13.166666666666664,142.83333333333334,51.66666666666666,17.428571428571427,5.7142857142857135,0.3927384806736547,1
203.49999999999997,1651.5,7.999999999999999,48.83333333333333,141.5,10.5,94.16666666666667,32.83333333333333,27,10,0.2868217054263566,178.33333333333331,1456.166666666667,8.333333333333332,39.49999999999999,117,7.666666666666667,83.16666666666667,30,30.5,5.75,0.7541432145090681,0
302.85714285714283,2464.7142857142853,8.142857142857142,74.14285714285714,122.6,6.4,124,26.6,27,3.75,0.8208494936436113,165.625,1372.875,8,38.125,115.16666666666666,7,78.5,30,15.666666666666666,2.666666666666667,0.32783882783882784,0
206.75,1729.875,8.125,45.5,187.33333333333331,10.999999999999998,227.66666666666666,43.666666666666664,33.800000000000004,15.4,0.616561837201317,92.5,792,7.666666666666667,26.833333333333332,116,6.166666666666666,106.33333333333334,24.666666666666664,5.2,1.2,0.7503496503496503,1
176.375,1344.875,7.625,40.125,315.20000000000005,17.4,120,60.8,11.666666666666666,1.6666666666666665,0.37605820105820104,124.125,1015.75,8.125,28.375,110.33333333333334,7.000000000000001,87.33333333333333,27.833333333333336,6.75,2.5,0.44507575757575757,0
81.66666666666666,620.6666666666667,7.888888888888888,22.22222222222222,109.33333333333334,6.166666666666666,112.16666666666666,26.833333333333336,26.5,6,0.554945054945055,173.875,1408.75,7.625,41.625,182.33333333333334,12.666666666666666,142,36.666666666666664,20,5.25,0.5904139433551199,0
143.71428571428572,1234.4285714285713,8.428571428571429,35.85714285714286,173,9.333333333333332,125,33.5,4.333333333333334,0.6666666666666666,0.7138188608776844,181.11111111111111,1481.6666666666667,8,41.88888888888889,79.14285714285715,5.428571428571428,105.85714285714286,20.57142857142857,17.833333333333332,5,0.5016098484848485,0
69.55555555555554,552.8888888888889,7.5555555555555545,19.555555555555557,106.83333333333334,6.833333333333334,65.5,26.833333333333336,25.666666666666664,8.333333333333334,0.6791666666666667,287.8,2439.6,8.6,59.4,195.2,13,88.19999999999999,44.6,29.333333333333332,8.5,0.48649593845895034,1
198.81818181818184,1605,6.818181818181817,50.090909090909086,129,6.800000000000001,144,27.6,39.833333333333336,9.166666666666666,0.48971650431734465,114.6,953.4000000000001,7.199999999999999,30.099999999999998,222.66666666666669,12.666666666666666,113.66666666666667,44.5,17.428571428571427,6.7142857142857135,0.7268530200386855,1
295.66666666666663,2463.666666666667,8.666666666666666,59.66666666666667,195.20000000000002,13,88.19999999999999,44.6,32.400000000000006,9.200000000000001,0.4152493948652831,142,1143.7,7.4,34.199999999999996,182.33333333333331,12.666666666666668,142,36.666666666666664,5,1,0.5454545454545454,0
233.28571428571428,1954.142857142857,8.142857142857142,50.28571428571429,195.2,12.999999999999998,88.2,44.6,41,14.5,0.6822519350602174,116.22222222222221,987.8888888888889,8.11111111111111,29.777777777777782,201.5,11,118.16666666666667,40.166666666666664,17,8.666666666666668,0.6684123243431963,1
185.1111111111111,1545.9999999999998,7.555555555555556,39.55555555555555,43,3.2,62.6,11.8,23.4,11.6,0.5511765001003411,192.25,1531.375,7.875,43.625,280.33333333333337,22.16666666666666,100,57.16666666666668,21.6,5.4,0.49835497835497833,1
197.66666666666666,1598.7777777777778,7.888888888888889,50,261.8,12.4,137,55,32.333333333333336,11.833333333333332,0.41322642688667727,74.72727272727273,608.1818181818182,6.2727272727272725,21.636363636363633,113.66666666666667,5.666666666666666,99.5,23.499999999999996,11,4,0.9261183261183261,0
421,3651.5,9,110,85.39999999999999,4.4,98,19.6,33.800000000000004,9.6,0.5183771000563235,178.5,1410,7.499999999999999,42.666666666666664,169.6,13.4,62.8,35.8,0,0,0,0
237.5,1950,7.75,52.75,144.60000000000002,9.4,89.4,35,30,7.6,0.5232264957264957,127.45454545454545,1063.5454545454543,7,28.45454545454545,161.71428571428572,7,159.85714285714286,37.57142857142857,25,7,0.46364642851612703,0
190.81818181818184,1498.6363636363635,7.1818181818181825,46.454545454545446,203.625,10,138.375,39.25,26.333333333333332,7.666666666666666,0.3832070707070707,259.16666666666663,2211,8.666666666666666,52.666666666666664,164.33333333333334,10.666666666666666,80,38,33,11.333333333333332,0.5511718744292803,1
143.625,1127.5,7,36.25,164.60000000000002,13.000000000000002,65.6,34,45,11,0.8235294117647058,312.66666666666663,2785.3333333333335,8.666666666666666,67.66666666666666,150.42857142857144,7,145.71428571428572,35.714285714285715,16.6,3.6,0.4258016643550624,1
201.2,1586.5,7.199999999999999,46.1,213.33333333333331,11.333333333333334,133.33333333333331,38.66666666666667,31.833333333333332,12.333333333333332,0.39636256709685397,145.25,1174.375,7.25,34.375,144.60000000000002,9.4,89.4,35,28.333333333333336,7,0.5177133769806184,1
177.6,1494.4999999999998,8,38.89999999999999,164.33333333333334,10.666666666666666,80,38,44.75,15.5,0.6628074906157729,333.83333333333337,2823.166666666667,8.166666666666666,84.33333333333333,114.33333333333333,6.666666666666667,84.16666666666667,27.333333333333332,32.857142857142854,10.571428571428571,0.869249408557527,1
140.2222222222222,1177.222222222222,7,31.666666666666664,101.16666666666666,5.333333333333333,93.66666666666667,23.999999999999996,14,0.6666666666666666,0.3545614035087719,104.75,855,7.25,29.375,166,8.833333333333332,116.66666666666667,33.5,13,5.666666666666667,0.6300960305206316,-1
195.1818181818182,1538.6363636363635,7.090909090909091,46.9090909090909,190.14285714285714,8.285714285714288,148,36.14285714285714,29,14.25,0.422326961015866,182.60000000000002,1442,7.399999999999999,43,145.85714285714286,11.142857142857144,73.85714285714285,29.857142857142854,15.399999999999999,3.8000000000000003,0.3335734463276836,1
144.79999999999995,1185.2,6.8,35.3,129,8.714285714285712,115.85714285714286,30.42857142857143,38,9.333333333333334,0.7070054945054945,172.66666666666666,1372.7777777777776,7.777777777777778,39.44444444444444,316.1666666666667,23.33333333333333,115.5,65.83333333333334,25,5.333333333333333,0.46025379848909265,0
214.875,1723.125,7.625,49.375,151.33333333333331,7.166666666666667,160.66666666666669,28.333333333333332,18.666666666666668,5,0.493457919566294,308.33333333333337,2625.8333333333335,8.166666666666666,79.5,223.6,12.200000000000001,126.80000000000001,49.800000000000004,30.75,8.75,0.42518783121624426,1
160.00000000000003,1262.4285714285713,7.285714285714286,39.71428571428571,176.33333333333334,13.5,83.33333333333334,36.83333333333333,19.666666666666668,4,0.5029048656499636,92.88888888888889,758,7,27.000000000000004,136.4,6.8,119.39999999999999,28,15.600000000000001,7.4,0.6788251723836956,0
251.85714285714283,2117,8.285714285714285,53.28571428571429,161.99999999999997,9.285714285714286,200.7142857142857,39.71428571428571,32.33333333333333,16,0.5485517425914777,208.66666666666666,1732.1666666666667,7.666666666666667,46.16666666666667,118.71428571428572,8,117,27.71428571428572,38,9.25,0.5980420240328777,1
123.7,1038.8999999999999,6.3999999999999995,28.899999999999995,107.85714285714286,6.428571428571429,79.14285714285715,26.42857142857143,15,4,0.35145101500441306,211.625,1685.75,8.25,48.75,274.8333333333333,21.666666666666664,102.66666666666666,55.50000000000001,23.000000000000004,5.3999999999999995,0.49913419913419915,1
215.1111111111111,1811.111111111111,7.444444444444444,57.333333333333336,193.66666666666666,10.333333333333332,151.50000000000003,42.833333333333336,30.25,13,0.4299921723075195,121.85714285714285,1002.4285714285713,7.571428571428571,33.285714285714285,166,8.833333333333332,116.66666666666667,33.5,7,1.9999999999999998,0.4298777246145667,1
209.57142857142856,1623.4285714285713,7.571428571428571,44.71428571428571,127.83333333333333,5.166666666666667,160.66666666666669,26.333333333333332,28.25,7.75,0.5454577664399093,181.25,1530.5,8,40.875,128.16666666666666,5.833333333333334,139.16666666666666,28.666666666666664,29,5.5,1.0406593406593405,0
129.77777777777777,1015.4444444444445,7.111111111111111,32.666666666666664,122.85714285714286,9.714285714285715,44.42857142857143,26.857142857142858,15.8,4,0.575997688751926,211.625,1685.75,8.25,48.75,252.57142857142858,19.42857142857143,94.85714285714286,51.57142857142858,31.199999999999996,5.8,0.5040692640692641,0
146.1,1193.1000000000001,6.3,35.5,118.71428571428571,8,117,27.714285714285715,18,4,0.46944444444444444,308.33333333333337,2625.8333333333335,8.166666666666666,79.5,193.66666666666666,10.333333333333332,151.5,42.833333333333336,50,15.75,0.6650514060856443,1
251.85714285714283,2117,8.285714285714286,53.28571428571428,162.83333333333331,8.666666666666668,224.16666666666666,41,36.8,10,0.467964930503354,82.5,670.5000000000001,6.699999999999999,24.3,155.16666666666666,8.166666666666666,116.83333333333333,34.66666666666667,7.25,2.75,0.6821396993810787,0
203.42857142857142,1721.5714285714284,8.142857142857142,45.71428571428571,147.14285714285714,7.142857142857142,134.71428571428572,34.57142857142857,18.5,4.75,0.5708329075114973,163.875,1296,7.5,38,226.50000000000003,19,108.16666666666666,48.16666666666667,17,4,0.47806637806637814,1
150.45454545454544,1186.6363636363635,6.636363636363637,34.272727272727266,169.16666666666666,8,141.5,30.666666666666664,27.5,7.5,0.4983176460239268,138,1089.125,7.125,35.875,166.5,12.833333333333332,68,36,22.5,7,0.3789748113833271,0
217.16666666666666,1799.6666666666667,7.666666666666667,48.333333333333336,118.71428571428572,8.000000000000002,117.00000000000001,27.71428571428572,26.2,6.2,0.5936614247821144,113.88888888888889,923.3333333333334,7.555555555555555,32.111111111111114,166.71428571428572,8.714285714285714,93.71428571428572,36.57142857142857,20.000000000000004,5.666666666666667,0.26535256194262863,1
178.60000000000002,1505.7,7.300000000000001,37.699999999999996,164.57142857142856,8.714285714285715,209.57142857142858,41.99999999999999,45.5,15.75,0.45783308906602893,237.1111111111111,1979.2222222222222,7.444444444444444,60.33333333333334,217,12.333333333333334,147.33333333333334,49.666666666666664,47.8,15.2,0.537120413763105,0
173.16666666666666,1387.1666666666667,7.999999999999999,43.333333333333336,166.5,12.833333333333334,68,36,25,7,0.43313648797198145,234.40000000000003,1998.9999999999998,8.2,48.599999999999994,134.375,6.75,126.625,31.625,25.5,4.25,0.7266756133121264,0
287.3333333333333,2236.666666666667,7.333333333333334,59.666666666666664,214.33333333333331,9.666666666666668,111.33333333333334,41.666666666666664,34,18,0.5616064188805165,225.83333333333331,1785.1666666666665,8.166666666666666,48,242.42857142857142,18.857142857142858,109.42857142857144,49.57142857142857,13,1,0.27450980392156865,0
310.2,2668,8.8,61.8,192,10.166666666666666,244.5,47.166666666666664,24,3.25,0.3592147943482265,137.09090909090907,1115.272727272727,6.454545454545455,34.36363636363637,129.85714285714286,8.857142857142858,78.85714285714286,29.142857142857146,30,5.333333333333333,0.5534485839363888,0
117.10000000000001,921.6999999999999,7.3,31.300000000000004,164.42857142857142,12.000000000000002,77.71428571428571,34.714285714285715,17.75,5.25,0.4157395172656801,155.33333333333334,1270.8333333333333,7.833333333333333,42.66666666666666,170.66666666666669,9.166666666666666,103.66666666666667,37.166666666666664,26,11,0.5003775381465877,1
393.66666666666663,3284,8,89.33333333333333,251.60000000000002,14.600000000000001,121.79999999999998,58,49,11,0.5152126099706745,174.6,1448,8,40.199999999999996,172.16666666666666,7.333333333333334,165.49999999999997,39.66666666666667,26,1,0.47368421052631576,0
187.125,1536.375,7.875,44.25,98,7.571428571428571,73.42857142857143,21.428571428571434,36.666666666666664,7.666666666666667,0.6191676566676567,124.69999999999999,995.3000000000001,7.8,31.300000000000004,259.33333333333337,19.999999999999996,110.33333333333333,53.83333333333334,28.333333333333332,6.333333333333333,0.6063492063492064,0
190.2,1485.7999999999997,7.1000000000000005,43.2,214.33333333333331,9.666666666666666,111.33333333333334,41.666666666666664,26,7.666666666666667,0.623323754789272,180.79999999999998,1484.2,8,48.6,154.42857142857142,8.571428571428571,86.14285714285714,32.00000000000001,21.5,7.25,0.6928571428571428,1
283,2443.7999999999997,8.8,58,185.71428571428572,10.428571428571427,220.57142857142856,45.14285714285714,11.5,3,0.2699362041467305,138.2,1105.4,7.6,37.4,166.66666666666669,12.333333333333334,75.00000000000001,34.33333333333333,15,3,0.3930555555555555,0
388.6,3301.8,8.200000000000001,91.2,251.60000000000002,14.600000000000001,121.80000000000001,58,48.6,15.200000000000001,0.5239248274295569,139.9,1098.2,7.499999999999999,33.5,231.00000000000003,17.571428571428573,92.57142857142858,47.85714285714286,7,2.5,1.0333333333333332,0
210.66666666666666,1714,7.833333333333333,47.16666666666666,117.5,7.125,121.25,26,20.2,6,0.5898152709359605,126.88888888888887,1007.4444444444446,7.555555555555556,33.66666666666667,198.5,13.5,92.00000000000001,40.33333333333333,21.25,5.25,0.47121274014656367,1
244.99999999999997,2042.2,8,50.599999999999994,164.57142857142856,8.714285714285715,209.57142857142856,41.99999999999999,43.75,15.5,0.5434391496720895,113.8888888888889,923.3333333333333,7.555555555555556,32.111111111111114,170.66666666666669,9.166666666666666,103.66666666666667,37.166666666666664,34.5,12.5,0.8500000000000001,0
218.99999999999997,1719.111111111111,7.222222222222221,51.33333333333332,158.33333333333331,7.833333333333332,143.5,29.333333333333332,14,7,0.7241379310344828,274,2163.5,8.25,53,297,23.2,88,60.599999999999994,19.833333333333336,4.833333333333333,0.41907131539484477,1
388.6,3301.8,8.2,91.2,217,12.333333333333334,147.33333333333334,49.666666666666664,52.8,15.2,0.6164374096982368,126.55555555555556,1007.2222222222222,7.222222222222221,28.333333333333332,130.5,5.166666666666667,150.83333333333334,29.66666666666666,18.333333333333332,2,0.7651864035087719,0
185.25,1541.125,8,42.5,147.5,9.666666666666668,117.16666666666669,32.16666666666667,25.2,6.6,0.4920002952140081,95.90909090909092,774.0000000000001,7.363636363636365,28.727272727272734,205.57142857142858,11.142857142857142,108,43.85714285714286,29.5,12,0.6550373134328359,0
